ride_id,user_id,pickup_city,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_datetime,dropoff_datetime,ride_status,vehicle_type,distance_miles,duration_minutes,fare_amount_usd,tip_amount_usd,surge_multiplier,payment_method,ride_purpose,user_rating,wait_time_minutes
3010797,1302220,Los Angeles,34.00569,-118.15373,34.09753,-118.1559,2022-01-01 05:56:26,2022-01-01 06:26:26,Completed,Sedan,6.35,30,13.93,0.92,1.0,Credit Card,Event,5,20
3358118,8413246,Seattle,47.55068,-122.39026,47.62091,-122.2815,2024-03-01 14:35:43,2024-03-01 15:09:43,Cancelled,Sedan,7.02,34,0.0,0.0,2.5,App Wallet,Event,,5
9233807,2387570,Houston,29.78846,-95.30523,29.76225,-95.28129,2023-05-06 12:13:30,2023-05-06 12:18:30,In Progress,Sedan,2.31,5,0.0,0.0,1.2,App Wallet,Food Delivery,,5
3059787,8946071,Houston,29.85353,-95.42105,29.68819,-95.40292,2023-02-20 17:53:37,2023-02-20 18:55:37,Completed,Minivan,11.48,62,25.46,0.27,1.0,Debit Card,Airport Transfer,5,3
6905191,9825329,Los Angeles,34.04543,-118.24318,34.11476,-118.22324,2024-01-26 11:30:51,2024-01-26 11:44:51,Cancelled,Sedan,4.92,14,0.0,0.0,1.2,Credit Card,Night Out,,6
3726826,7983518,Las Vegas,36.14068,-115.06293,36.20508,-115.04927,2024-04-06 19:21:28,2024-04-06 19:30:28,Completed,SUV,4.51,9,18.63,0.02,1.5,Debit Card,Daily Commute,5,3
8957899,5713952,San Diego,32.78715,-117.22114,32.71152,-117.17786,2024-01-26 03:43:00,2024-01-26 04:09:00,Completed,SUV,5.8,26,15.26,0.19,1.0,Corporate,Shopping,4,5
9716646,4321096,San Diego,32.76314,-117.11651,32.6925,-117.2511,2024-10-07 21:28:22,2024-10-07 21:50:22,Completed,Sedan,9.22,22,38.19,0.27,2.0,Debit Card,Night Out,4,15
4168013,9154277,Los Angeles,34.05149,-118.25719,34.01585,-118.27551,2024-05-27 21:22:01,2024-05-27 21:35:01,Completed,Sedan,2.68,13,7.32,0.39,1.0,Promo Credit,Medical Appointment,4,3
4518572,4675024,Denver,39.80658,-105.05004,39.83967,-105.06444,2022-05-19 16:42:13,2022-05-19 16:48:13,Cancelled,Compact,2.41,6,0.0,0.0,1.8,Credit Card,Airport Transfer,,2
8189710,4555656,Dallas,32.70877,-96.76315,32.77504,-96.73193,2022-09-04 13:59:05,2022-09-04 14:22:05,Completed,SUV,4.93,23,13.35,3.04,1.0,Promo Credit,Daily Commute,5,4
7907421,6725828,Dallas,32.69494,-96.87919,32.75,-96.87623,2024-03-30 00:31:15,2024-03-30 00:42:15,No-show,Electric Sedan,3.81,11,0.0,0.0,2.0,Promo Credit,Daily Commute,,6
2787718,9214156,Chicago,41.9798,-87.69362,41.95451,-87.56659,2022-05-28 01:28:57,2022-05-28 01:53:57,Completed,Sedan,6.76,25,17.6,0.41,1.2,Debit Card,Daily Commute,3,15
4792399,8933813,Orlando,28.61427,-81.39454,28.56644,-81.39452,2023-05-07 11:42:30,2023-05-07 12:01:30,Completed,Sedan,3.3,19,12.66,5.23,1.5,Credit Card,Medical Appointment,3,5
6065333,2827497,San Francisco,37.73395,-122.37269,37.8536,-122.41942,2023-02-15 10:33:39,2023-02-15 11:10:39,Completed,Sedan,8.65,37,18.07,2.17,1.0,Corporate,Tourist,4,3
1361273,7475358,Detroit,42.4199,-83.10493,42.3403,-83.05216,2022-02-09 22:25:34,2022-02-09 22:50:34,Completed,Sedan,6.12,25,13.52,0.7,1.0,App Wallet,Shopping,5,1
6384651,6596086,Minneapolis,45.04543,-93.26547,44.92736,-93.27884,2022-01-22 21:37:16,2022-01-22 22:11:16,Completed,Sedan,8.18,34,17.22,5.86,1.0,App Wallet,Daily Commute,4,4
1774723,7617066,Las Vegas,36.17893,-115.13205,36.15296,-115.10394,2022-11-04 21:09:46,2022-11-04 21:20:46,Completed,Sedan,2.38,11,6.78,1.25,1.0,App Wallet,Daily Commute,5,4
7015745,9834608,Las Vegas,36.17433,-115.07092,36.20776,-115.13758,2022-07-05 10:30:55,2022-07-05 10:46:55,Completed,Minivan,4.38,16,11.26,0.29,1.0,Credit Card,Daily Commute,4,8
5072910,3310112,Las Vegas,36.15093,-115.12276,36.1664,-115.22199,2023-04-06 16:22:33,2023-04-06 16:44:33,Cancelled,Compact,5.64,22,0.0,0.0,1.8,Credit Card,Business Meeting,,12
8305405,9502769,Detroit,42.38047,-83.00328,42.26068,-83.13915,2023-07-07 00:24:54,2023-07-07 01:10:54,Cancelled,Sedan,10.8,46,0.0,0.0,1.5,Debit Card,Shopping,,5
2060545,5013956,Denver,39.82762,-104.95883,39.81881,-104.94139,2023-04-08 12:34:43,2023-04-08 12:40:43,Completed,Minivan,1.11,6,4.72,1.41,1.0,App Wallet,Daily Commute,5,2
5131373,7930027,Seattle,47.57806,-122.41926,47.69596,-122.40127,2022-04-09 04:24:27,2022-04-09 04:58:27,In Progress,Sedan,8.19,34,0.0,0.0,1.0,Promo Credit,Medical Appointment,,8
9189290,8181602,Austin,30.35364,-97.67634,30.17586,-97.8011,2023-05-23 13:54:21,2023-05-23 15:05:21,Completed,Electric SUV,14.36,71,36.96,0.86,1.0,Credit Card,Business Meeting,5,4
9835101,7821540,Detroit,42.24453,-83.04269,42.25062,-83.08947,2024-05-30 03:29:23,2024-05-30 03:43:23,Completed,Compact,2.43,14,6.15,0.79,1.0,App Wallet,Night Out,5,5
5689155,4806107,Portland,45.50087,-122.616,45.44993,-122.64602,2023-09-17 03:11:09,2023-09-17 03:25:09,Cancelled,Compact,3.81,14,0.0,0.0,2.0,Credit Card,Event,,2
5860673,2301436,Las Vegas,36.17543,-115.18995,36.25636,-115.07948,2023-08-01 05:09:46,2023-08-01 05:35:46,Completed,Sedan,8.32,26,26.21,0.32,1.5,App Wallet,Business Meeting,4,20
2154864,6387028,Los Angeles,34.03411,-118.17109,34.04463,-118.15903,2022-11-15 09:39:48,2022-11-15 09:43:48,Completed,Electric Sedan,1.0,4,5.4,2.59,1.2,Corporate,Daily Commute,4,4
5853719,9837936,Seattle,47.63958,-122.31804,47.69289,-122.29527,2023-10-08 14:15:18,2023-10-08 14:32:18,Completed,Sedan,3.83,17,18.79,0.23,2.0,Corporate,Shopping,5,5
1638514,7044522,Chicago,41.79507,-87.55406,41.85828,-87.66228,2024-05-30 11:58:10,2024-05-30 12:16:10,Completed,SUV,7.08,18,21.69,0.65,1.2,Debit Card,Airport Transfer,4,4
7026123,8207358,Dallas,32.73069,-96.71098,32.85522,-96.80147,2022-08-25 21:09:16,2022-08-25 22:03:16,Completed,SUV,10.08,54,24.68,0.92,1.0,App Wallet,Tourist,5,2
3330318,9075015,Seattle,47.64742,-122.28973,47.61634,-122.24668,2022-11-14 07:24:58,2022-11-14 07:40:58,Completed,Electric Sedan,2.94,16,8.38,1.92,1.0,Credit Card,Tourist,3,8
5087284,2553471,Chicago,41.95425,-87.6581,41.97697,-87.63683,2022-07-21 15:33:20,2022-07-21 15:41:20,Completed,Sedan,1.91,8,5.94,10.82,1.0,Promo Credit,Airport Transfer,5,3
2403778,1088365,Houston,29.79182,-95.42667,29.70514,-95.40005,2023-03-25 17:20:44,2023-03-25 17:44:44,Completed,Luxury,6.2,24,24.2,0.28,1.0,Credit Card,Business Meeting,3,4
8292518,1799820,Los Angeles,34.02458,-118.16147,34.058,-118.23546,2023-11-19 06:45:33,2023-11-19 07:08:33,Completed,Electric Sedan,4.82,23,24.28,0.16,2.0,Credit Card,Shopping,4,3
4956645,2614385,New York,40.62146,-74.07678,40.64792,-73.99933,2022-05-24 23:41:38,2022-05-25 00:04:38,Completed,Electric Sedan,4.45,23,11.4,1.51,1.0,App Wallet,Medical Appointment,4,3
7094762,1776542,Los Angeles,34.0886,-118.34,34.01817,-118.16804,2023-11-27 11:09:21,2023-11-27 11:53:21,Completed,SUV,10.98,44,26.66,0.38,1.0,App Wallet,Food Delivery,4,1
2847691,3017518,Los Angeles,34.04059,-118.22048,33.99423,-118.17254,2024-11-13 09:39:29,2024-11-13 09:48:29,Completed,Minivan,4.22,9,10.94,8.22,1.0,Credit Card,Business Meeting,1,20
3754060,5745299,Atlanta,33.79479,-84.44886,33.74649,-84.43222,2024-03-08 10:50:55,2024-03-08 11:02:55,Cancelled,Minivan,3.47,12,0.0,0.0,1.8,Promo Credit,Daily Commute,,6
2088263,7739048,Miami,25.84368,-80.23582,25.82561,-80.19789,2024-09-25 11:02:33,2024-09-25 11:08:33,Completed,Luxury,2.67,6,21.32,0.76,1.8,Corporate,Daily Commute,5,2
2652330,5180555,Dallas,32.8791,-96.82633,32.69532,-96.71422,2022-09-23 04:53:56,2022-09-23 05:41:56,No-show,SUV,14.27,48,0.0,0.0,1.2,Credit Card,Night Out,,4
5303043,4435068,Dallas,32.8695,-96.87083,32.72917,-96.84596,2022-10-07 10:04:52,2022-10-07 10:29:52,Completed,Sedan,9.8,25,20.14,2.24,1.0,App Wallet,Daily Commute,4,5
2014635,2626768,San Francisco,37.79677,-122.36073,37.71196,-122.46533,2023-07-13 11:54:42,2023-07-13 12:41:42,Completed,Electric SUV,8.18,47,39.84,8.37,1.8,Credit Card,Airport Transfer,3,5
5486171,4568153,Nashville,36.11731,-86.83721,36.25479,-86.71075,2023-01-07 12:04:07,2023-01-07 12:38:07,Completed,Electric SUV,11.83,34,30.89,0.84,1.0,Credit Card,Airport Transfer,4,4
6586781,4466235,San Diego,32.73218,-117.24198,32.63189,-117.20939,2024-04-22 02:28:27,2024-04-22 03:09:27,Completed,Electric Sedan,7.18,41,30.35,0.0,1.8,App Wallet,Medical Appointment,5,3
6210984,5887375,San Francisco,37.78316,-122.34564,37.83489,-122.47348,2022-03-23 01:30:39,2022-03-23 01:47:39,Completed,SUV,7.84,17,19.75,0.1,1.0,Crypto,Shopping,5,3
5968178,3463351,Miami,25.69023,-80.20591,25.73096,-80.28053,2023-04-18 06:23:36,2023-04-18 06:44:36,Completed,Compact,5.43,21,10.64,3.5,1.0,App Wallet,Food Delivery,4,1
7357039,3535502,San Diego,32.78115,-117.18879,32.73915,-117.22722,2022-02-08 17:56:45,2022-02-08 18:11:45,Completed,Electric Sedan,3.66,15,19.64,0.47,2.0,App Wallet,School Run,1,1
3728569,5063633,Houston,29.8433,-95.32408,29.66259,-95.43805,2024-08-29 17:43:19,2024-08-29 18:21:19,Completed,SUV,14.24,38,33.83,0.51,1.0,Corporate,Daily Commute,4,5
2764704,1921981,Los Angeles,34.07689,-118.19345,34.07252,-118.14453,2022-11-26 10:32:19,2022-11-26 10:46:19,Completed,Electric SUV,2.82,14,9.27,1.68,1.0,App Wallet,Shopping,5,4
3831982,6767405,Detroit,42.35771,-83.13902,42.30368,-83.05318,2022-03-18 01:35:02,2022-03-18 01:51:02,Completed,Minivan,5.76,16,14.02,2.15,1.0,Promo Credit,Event,3,5
4479780,3395933,Chicago,41.79742,-87.65129,41.81732,-87.64117,2022-12-19 21:41:45,2022-12-19 21:45:45,Completed,Luxury,1.47,4,7.64,0.93,1.0,Debit Card,School Run,5,10
5887528,6466327,Chicago,41.8958,-87.72407,41.95902,-87.69421,2022-08-23 12:04:33,2022-08-23 12:18:33,Completed,Electric SUV,4.63,14,16.33,0.16,1.2,Debit Card,Daily Commute,5,8
2806840,4680632,Phoenix,33.44803,-112.04868,33.53377,-112.00055,2024-06-23 00:33:48,2024-06-23 00:56:48,Cancelled,Compact,6.54,23,0.0,0.0,1.5,App Wallet,Business Meeting,,2
7672752,7742956,Seattle,47.51616,-122.37111,47.60885,-122.39144,2023-11-24 00:05:58,2023-11-24 00:32:58,Completed,Electric SUV,6.47,27,27.04,0.8,1.5,Credit Card,Tourist,4,8
7280056,1980623,New York,40.66791,-74.03521,40.65058,-73.97473,2023-11-09 08:27:16,2023-11-09 08:42:16,Completed,Electric SUV,3.39,15,12.76,1.47,1.2,Debit Card,Daily Commute,5,2
1368216,5319087,Seattle,47.51531,-122.41593,47.58815,-122.40849,2022-06-22 00:43:02,2022-06-22 00:58:02,Completed,SUV,5.04,15,13.59,0.79,1.0,App Wallet,Business Meeting,1,4
9184419,8692987,Los Angeles,34.03658,-118.259,34.14854,-118.19952,2022-09-20 02:41:31,2022-09-20 03:04:31,In Progress,Minivan,8.45,23,0.0,0.0,1.0,App Wallet,Medical Appointment,,5
2038876,7491524,Detroit,42.31486,-82.99878,42.41688,-83.12662,2023-01-24 19:07:24,2023-01-24 19:49:24,Completed,Sedan,9.61,42,19.8,2.19,1.0,App Wallet,Shopping,5,2
6050023,2887599,Las Vegas,36.11538,-115.18456,36.13273,-115.20553,2023-06-25 12:59:08,2023-06-25 13:07:08,Completed,Electric Sedan,1.68,8,14.65,3.37,2.5,Corporate,Airport Transfer,5,3
9992035,6030416,San Francisco,37.68099,-122.3941,37.85075,-122.45659,2022-10-25 09:12:43,2022-10-25 10:16:43,Completed,Sedan,12.22,64,24.5,0.0,1.0,Credit Card,Daily Commute,3,4
9129309,2118047,New York,40.73686,-74.10466,40.77977,-73.91234,2023-11-16 19:46:57,2023-11-16 20:45:57,Completed,Sedan,10.49,59,25.66,0.91,1.2,Credit Card,Airport Transfer,4,15
1201717,2446859,Austin,30.19794,-97.65944,30.24676,-97.78551,2023-11-30 17:44:33,2023-11-30 18:04:33,Completed,SUV,8.25,20,30.98,0.27,1.5,Credit Card,Shopping,5,6
1846720,2895197,Austin,30.25734,-97.78921,30.17479,-97.76915,2022-03-25 13:27:14,2022-03-25 13:57:14,In Progress,Sedan,5.83,30,0.0,0.0,1.0,Credit Card,Business Meeting,,4
8387193,4213350,New York,40.73538,-74.08378,40.6916,-74.08042,2022-06-27 13:06:03,2022-06-27 13:22:03,Completed,Luxury,3.03,16,13.1,2.15,1.0,Debit Card,Daily Commute,5,3
2520311,8897422,San Diego,32.64911,-117.06657,32.7182,-117.18635,2022-09-04 00:03:58,2022-09-04 00:52:58,Completed,Sedan,8.44,49,26.54,0.22,1.5,Credit Card,Airport Transfer,2,6
8515256,3321736,San Francisco,37.79472,-122.45441,37.83727,-122.37485,2022-05-19 12:13:47,2022-05-19 12:43:47,Cancelled,SUV,5.24,30,0.0,0.0,1.5,Corporate,Business Meeting,,1
2786012,2638511,Austin,30.34382,-97.80074,30.3164,-97.80306,2022-11-20 06:48:50,2022-11-20 06:58:50,Cancelled,SUV,1.9,10,0.0,0.0,1.5,Corporate,Airport Transfer,,20
5602166,4555648,Los Angeles,34.13471,-118.23479,34.08939,-118.27117,2023-01-24 19:03:49,2023-01-24 19:14:49,Completed,Compact,3.76,11,8.14,0.54,1.0,Corporate,Night Out,4,5
8919295,2852286,San Francisco,37.69984,-122.40178,37.6905,-122.37635,2023-01-26 14:49:08,2023-01-26 14:53:08,Completed,Sedan,1.53,4,5.25,5.25,1.0,App Wallet,Shopping,5,1
7030047,6701591,Portland,45.51763,-122.59456,45.59819,-122.68154,2022-07-09 20:03:38,2022-07-09 20:25:38,Completed,Sedan,6.98,22,18.08,8.01,1.2,Debit Card,Event,4,4
1110738,2529938,Las Vegas,36.21579,-115.08617,36.09253,-115.07973,2023-07-31 12:43:39,2023-07-31 13:11:39,Completed,Compact,8.52,28,15.28,0.04,1.0,Credit Card,Shopping,5,5
8136077,1103728,Austin,30.31504,-97.70542,30.17613,-97.6751,2024-12-13 17:01:04,2024-12-13 17:43:04,Completed,SUV,9.77,42,43.19,3.66,1.8,Credit Card,Event,5,15
5494386,1052280,Houston,29.70733,-95.42817,29.70396,-95.35059,2023-06-07 12:00:56,2023-06-07 12:12:56,Cancelled,Sedan,4.66,12,0.0,0.0,2.0,App Wallet,Tourist,,6
6074983,6171279,Atlanta,33.77006,-84.32559,33.69479,-84.33239,2023-11-07 20:37:07,2023-11-07 21:07:07,Completed,Sedan,5.22,30,14.28,0.41,1.2,Promo Credit,Night Out,5,15
1970446,1146384,Houston,29.68937,-95.42817,29.72019,-95.27894,2022-06-16 06:59:53,2022-06-16 07:37:53,Completed,Sedan,9.21,38,34.34,8.29,1.8,Debit Card,Daily Commute,4,3
2103063,1219022,Chicago,41.97535,-87.66566,41.93464,-87.72431,2024-06-02 19:21:54,2024-06-02 19:43:54,Cancelled,Sedan,4.12,22,0.0,0.0,1.0,Promo Credit,Daily Commute,,1
9149062,8960545,New York,40.71546,-74.04109,40.70914,-74.10348,2023-01-08 13:57:32,2023-01-08 14:04:32,Completed,SUV,3.3,7,14.64,2.73,1.5,Credit Card,Medical Appointment,5,8
3479795,6194372,Boston,42.35993,-70.97739,42.32805,-71.14582,2024-09-04 03:40:59,2024-09-04 04:03:59,Completed,Sedan,8.88,23,22.18,1.31,1.2,Credit Card,Airport Transfer,5,5
5065965,9808286,Austin,30.30785,-97.73408,30.26917,-97.81322,2024-08-29 02:01:59,2024-08-29 02:21:59,Completed,Sedan,5.43,20,12.27,0.05,1.0,Credit Card,Airport Transfer,4,6
4602346,1908213,Austin,30.34978,-97.69159,30.1769,-97.74573,2023-05-04 22:43:39,2023-05-04 23:19:39,Completed,Compact,12.37,36,21.05,5.84,1.0,Debit Card,Night Out,4,8
8135537,4924978,San Diego,32.6598,-117.23469,32.75578,-117.07819,2024-03-05 21:26:00,2024-03-05 22:12:00,No-show,Sedan,11.26,46,0.0,0.0,1.0,Debit Card,Airport Transfer,,3
7904759,2093437,Los Angeles,34.04299,-118.17227,34.08074,-118.28486,2024-02-04 06:07:41,2024-02-04 06:30:41,Disputed,SUV,6.95,23,0.0,0.0,1.5,Debit Card,Airport Transfer,,2
3016100,4348619,Orlando,28.52972,-81.40492,28.60732,-81.44989,2024-07-03 16:01:50,2024-07-03 16:13:50,Completed,Compact,6.02,12,13.84,5.48,1.2,Credit Card,Event,5,2
1400726,5265243,Chicago,41.83809,-87.53795,41.89603,-87.56108,2024-06-11 19:08:09,2024-06-11 19:28:09,Completed,Compact,4.18,20,10.52,1.78,1.2,Debit Card,Business Meeting,5,1
2220690,4956653,New York,40.79304,-74.08737,40.75788,-73.92939,2022-09-21 06:30:23,2022-09-21 06:57:23,Completed,Electric SUV,8.62,27,41.74,2.65,1.8,Credit Card,Night Out,4,5
6106704,4540337,Atlanta,33.69778,-84.41094,33.74861,-84.33059,2023-04-16 00:02:29,2023-04-16 00:24:29,Cancelled,SUV,5.8,22,0.0,0.0,1.0,App Wallet,Night Out,,4
5375234,1049396,Boston,42.30463,-71.13381,42.3036,-71.11742,2024-02-25 13:56:51,2024-02-25 13:59:51,Disputed,Compact,0.84,3,0.0,0.0,1.2,Debit Card,Airport Transfer,,2
2558140,5736552,Seattle,47.55203,-122.33981,47.62966,-122.37145,2023-12-22 22:25:23,2023-12-22 22:45:23,Completed,Minivan,5.56,20,13.62,2.3,1.0,Crypto,Medical Appointment,4,10
6323983,8430665,Denver,39.71335,-105.03735,39.80786,-105.06831,2024-11-23 20:44:55,2024-11-23 21:07:55,Completed,Sedan,6.73,23,29.23,0.42,2.0,Credit Card,Event,5,6
5592210,8010729,Miami,25.82531,-80.1099,25.70373,-80.24448,2022-08-30 02:19:52,2022-08-30 03:09:52,Completed,Compact,11.86,50,20.29,0.21,1.0,App Wallet,Business Meeting,4,4
9035669,9099345,Detroit,42.42413,-83.03755,42.3713,-83.0385,2023-11-26 04:39:15,2023-11-26 04:46:15,Completed,SUV,3.65,7,10.53,0.0,1.0,Credit Card,Daily Commute,5,2
8747309,9104596,Los Angeles,34.12499,-118.27831,33.99968,-118.20921,2023-11-02 12:57:24,2023-11-02 13:51:24,Completed,Sedan,9.52,54,23.56,2.82,1.2,App Wallet,Daily Commute,3,10
8096304,2380003,Miami,25.80901,-80.21525,25.72991,-80.19909,2024-01-08 08:59:25,2024-01-08 09:23:25,Completed,Sedan,5.56,24,15.01,0.53,1.2,App Wallet,Airport Transfer,1,2
8071372,1005291,Las Vegas,36.25853,-115.12987,36.13384,-115.05033,2024-06-12 21:57:38,2024-06-12 22:22:38,Completed,Minivan,9.69,25,43.76,1.71,2.0,Debit Card,Shopping,4,2
5551928,7025313,Phoenix,33.42716,-112.039,33.48709,-112.14257,2022-11-15 08:20:45,2022-11-15 08:50:45,Completed,Minivan,7.27,30,20.45,0.89,1.2,App Wallet,Night Out,5,10
6634659,1379531,Los Angeles,34.14302,-118.15592,34.06817,-118.15938,2023-06-25 20:32:57,2023-06-25 20:48:57,Completed,Sedan,5.18,16,29.56,0.1,2.5,Debit Card,Shopping,4,5
9646905,9652612,Portland,45.53395,-122.72923,45.60812,-122.62892,2024-12-08 19:38:28,2024-12-08 19:59:28,Completed,SUV,7.06,21,27.05,3.44,1.5,Credit Card,Daily Commute,4,2
2394290,9132101,Seattle,47.65615,-122.33386,47.62247,-122.23522,2024-08-28 13:40:35,2024-08-28 13:59:35,Cancelled,Sedan,5.15,19,0.0,0.0,1.0,Promo Credit,Daily Commute,,1
9952392,9058098,Detroit,42.3451,-82.96492,42.25164,-83.03002,2022-05-13 19:29:58,2022-05-13 20:04:58,Completed,SUV,7.26,35,18.47,1.09,1.0,Credit Card,School Run,3,5
3680458,5021888,Phoenix,33.46033,-112.157,33.49999,-112.04309,2023-12-30 18:30:10,2023-12-30 18:50:10,Completed,SUV,7.11,20,21.77,3.3,1.2,Debit Card,Daily Commute,5,12
3377475,5769262,Houston,29.73465,-95.42708,29.67822,-95.35162,2024-11-18 02:12:24,2024-11-18 02:37:24,Completed,SUV,5.98,25,15.66,0.61,1.0,App Wallet,Airport Transfer,1,6
9129085,8507953,San Diego,32.66743,-117.13768,32.80505,-117.11212,2022-09-09 05:18:47,2022-09-09 05:50:47,Completed,Luxury,9.62,32,36.17,10.46,1.0,Promo Credit,Daily Commute,5,5
7520652,3310759,Austin,30.25866,-97.81827,30.26269,-97.81649,2023-05-21 21:36:13,2023-05-21 21:39:13,No-show,Compact,0.4,3,0.0,0.0,3.0,Crypto,Tourist,,3
2268007,7621880,New York,40.73521,-74.00424,40.71903,-74.00422,2022-07-24 16:29:14,2022-07-24 16:35:14,Completed,Electric Sedan,1.12,6,5.69,0.06,1.2,Debit Card,School Run,1,4
2436402,5275417,Los Angeles,34.05871,-118.21927,34.12103,-118.25223,2023-08-21 23:29:43,2023-08-21 23:46:43,Disputed,SUV,4.7,17,0.0,0.0,1.2,App Wallet,Tourist,,12
9956339,4633529,Atlanta,33.73321,-84.34038,33.83556,-84.48896,2022-01-14 14:11:32,2022-01-14 14:54:32,Completed,SUV,11.08,43,48.38,0.29,1.8,Debit Card,Business Meeting,4,1
7333183,8313452,San Francisco,37.67081,-122.42128,37.72778,-122.34729,2023-03-23 04:45:42,2023-03-23 05:07:42,Completed,Electric Sedan,5.64,22,16.54,0.18,1.2,Debit Card,Daily Commute,5,2
9235746,1496733,Nashville,36.13028,-86.80204,36.23861,-86.83711,2022-08-10 04:32:51,2022-08-10 04:53:51,Completed,Compact,7.74,21,14.11,0.19,1.0,Credit Card,Night Out,5,4
2638187,4644313,San Francisco,37.79482,-122.45342,37.80325,-122.39233,2023-02-17 21:46:58,2023-02-17 21:53:58,Completed,Electric Sedan,3.39,7,16.7,0.67,1.8,App Wallet,Shopping,5,8
1409117,3527176,San Francisco,37.85931,-122.47524,37.69127,-122.40356,2022-10-07 12:26:31,2022-10-07 13:08:31,Completed,Sedan,12.25,42,24.55,0.41,1.0,Debit Card,Airport Transfer,3,3
3555782,7182330,Los Angeles,34.13955,-118.30976,34.01625,-118.20095,2022-05-18 19:47:31,2022-05-18 20:32:31,Completed,Sedan,10.55,45,21.49,2.38,1.0,Debit Card,Daily Commute,4,4
4570614,7761723,Seattle,47.6226,-122.23777,47.67971,-122.25631,2022-03-14 21:24:19,2022-03-14 21:44:19,Completed,Sedan,4.04,20,14.66,0.38,1.5,Credit Card,Business Meeting,5,6
7042522,4321096,San Francisco,37.83013,-122.47547,37.69421,-122.43539,2023-12-18 05:29:40,2023-12-18 05:52:40,Completed,SUV,9.64,23,28.45,0.61,1.2,Promo Credit,School Run,5,6
9835817,9184946,Orlando,28.44254,-81.33587,28.54077,-81.39239,2022-01-01 18:58:57,2022-01-01 19:22:57,Disputed,SUV,7.61,24,0.0,0.0,1.0,Credit Card,Food Delivery,,1
7276570,5300887,Las Vegas,36.26654,-115.0508,36.15464,-115.23632,2024-09-29 13:15:59,2024-09-29 14:27:59,Completed,Sedan,12.91,72,25.74,0.01,1.0,Debit Card,Tourist,2,6
4094149,9126775,Portland,45.51766,-122.75052,45.46778,-122.72062,2023-10-28 22:37:50,2023-10-28 22:53:50,In Progress,Electric Sedan,3.74,16,0.0,0.0,1.0,Credit Card,Daily Commute,,1
1840466,2726985,San Francisco,37.72815,-122.42598,37.80552,-122.34521,2022-03-17 21:02:01,2022-03-17 21:32:01,Completed,SUV,6.93,30,21.3,0.13,1.2,Credit Card,Night Out,4,5
9349139,4935934,Miami,25.77275,-80.18095,25.79429,-80.13675,2023-12-13 22:52:02,2023-12-13 23:02:02,Completed,SUV,3.13,10,9.39,0.4,1.0,Credit Card,Business Meeting,5,4
1100190,3424948,Dallas,32.78367,-96.74183,32.76166,-96.73565,2022-06-01 14:41:58,2022-06-01 14:49:58,Completed,Compact,1.56,8,5.81,0.77,1.2,Corporate,Daily Commute,5,1
7323378,1886030,Miami,25.74485,-80.22452,25.8156,-80.11218,2023-05-02 19:12:49,2023-05-02 19:41:49,Completed,Minivan,8.53,29,19.56,0.68,1.0,Debit Card,Medical Appointment,5,8
3978807,2333128,Las Vegas,36.21877,-115.07202,36.24988,-115.21157,2024-01-23 15:34:02,2024-01-23 15:53:02,Completed,SUV,8.07,19,20.25,10.05,1.0,App Wallet,Airport Transfer,4,4
1833749,8119759,Denver,39.64343,-105.00604,39.78944,-105.01873,2024-12-25 19:52:24,2024-12-25 20:47:24,Completed,Sedan,10.11,55,20.7,1.5,1.0,Credit Card,Daily Commute,3,10
8447021,6123077,Atlanta,33.82239,-84.29325,33.71402,-84.35119,2023-09-28 08:08:00,2023-09-28 08:27:00,Completed,SUV,8.19,19,20.52,5.35,1.0,Credit Card,Business Meeting,3,1
9342365,1579934,Seattle,47.53313,-122.36805,47.51217,-122.30385,2023-01-08 00:42:10,2023-01-08 00:59:10,Completed,Compact,3.33,17,7.5,0.32,1.0,App Wallet,Medical Appointment,4,20
2901223,2514922,Denver,39.83646,-104.90349,39.73652,-105.00542,2023-06-26 21:11:55,2023-06-26 22:00:55,Completed,Sedan,8.77,49,21.94,0.96,1.2,Debit Card,Food Delivery,4,12
8842724,8409138,Seattle,47.54132,-122.38161,47.68303,-122.39362,2024-08-04 15:02:57,2024-08-04 15:23:57,Cancelled,SUV,9.81,21,0.0,0.0,3.0,Credit Card,Food Delivery,,15
8680483,9340418,Miami,25.80236,-80.20593,25.80136,-80.26285,2023-01-15 20:26:44,2023-01-15 20:35:44,Completed,Minivan,3.54,9,9.58,0.58,1.0,Credit Card,Event,5,15
5956369,1980623,Minneapolis,44.89099,-93.18977,45.05616,-93.26288,2022-02-02 15:59:24,2022-02-02 17:06:24,Cancelled,Luxury,11.96,67,0.0,0.0,1.8,App Wallet,Food Delivery,,12
3865532,8755233,San Diego,32.77436,-117.10343,32.65156,-117.07234,2024-03-07 21:10:53,2024-03-07 21:39:53,Completed,SUV,8.68,29,43.19,8.04,2.0,Credit Card,Food Delivery,3,5
4453404,5930713,Atlanta,33.82195,-84.44725,33.77988,-84.40772,2024-08-10 06:19:00,2024-08-10 06:30:00,Completed,SUV,3.69,11,10.62,0.02,1.0,Credit Card,Medical Appointment,5,5
4554585,5195354,San Francisco,37.69594,-122.48526,37.84162,-122.42497,2024-10-16 18:00:42,2024-10-16 18:26:42,Cancelled,Compact,10.59,26,0.0,0.0,1.0,App Wallet,Airport Transfer,,4
